cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
246,18.409.435/3344-85,Drogaria Prime EIRELI,E-commerce,São Paulo,SP,Higienópolis,2022-03-13,S
247,85.854.249/3214-95,Perfumaria Rosa dos Ventos LTDA,Loja de shopping,Curitiba,PR,Jardins,2021-08-21,S
248,29979545381792,Farmácia Lumiar EIRELI,Quiosque,Recife,PE,Aldeota,2024-02-24,S
249,29456255770171,Essência Class S/A,Loja de shopping,Curitiba,PR,Bela Vista,2022-09-13,S
250,15.814.876/9639-38,Farmácia Nobre ME,Loja de departamento,Manaus,AM,Vila Madalena,12/10/2023,S
251,95832197199758,Essência Diva LTDA,Loja de shopping,Recife,PE,Pinheiros,2024-02-15,S
252,01.329.022/7846-99,Studio Encanto LTDA ME,E-commerce,Campinas,SP,Ipanema,2025-07-22,S
253,09.862.405/8008-51,Comercial Nova Era LTDA ME,Revendedora autônoma,Goiânia,GO,Pinheiros,2023-02-02,S
254,83.272.386/5624-22,Bella Rosa dos Ventos LTDA ME,Loja de shopping,Recife,PE,Batel,2024-09-17,S
255,67969278687653,Studio Rosa dos Ventos ME,Perfumaria,Campinas,SP,Asa Sul,2023-08-18,S
256,95009751971284,Boutique Rosa dos Ventos LTDA,Farmácia,Brasília,DF,Higienópolis,2022-01-23,S
257,90580778795654,Bella Nova Era EIRELI,E-commerce,Porto Alegre,RS,Pituba,2026-05-05,S
258,04.904.712/8144-29,Perfumaria Flor de Liz S/A,E-commerce,Goiânia,GO,Batel,2023-02-04,S
259,24372805129276,Boutique Nova Era EIRELI,Loja de shopping,Salvador,BA,Asa Sul,2025-11-25,S
260,02.767.478/3667-42,Essência Lumiar LTDA ME,Perfumaria,Rio de Janeiro,RJ,Bela Vista,2021-09-11,S
261,18569454414967,ESPAÇO BELEZA NOBRE ME,Revendedora autônoma,São Paulo,SP,Centro,2023-04-25,S
262,06.181.753/4430-09,Studio Serena LTDA,Revendedora autônoma,Rio de Janeiro,RJ,Savassi,2026-05-02,S
263,26921244717465,Perfumaria Diva LTDA ME,E-commerce,Goiânia,GO,Jardins,15/11/2024,S
264,27.173.962/7128-63,Farmácia Bella Vita LTDA,E-commerce,Porto Alegre,RS,Asa Sul,2024-01-28,S
265,72006425690877,Espaço Beleza Vitória LTDA,Farmácia,São Paulo,SP,Pituba,23/03/2022,S
266,55.460.158/5174-32,Essência Diva LTDA,Revendedora autônoma,Brasília,DF,Ipanema,2025-09-29,S
267,73203093761847,Perfumaria Bella Vita EIRELI,Quiosque,Campinas,SP,Jardins,2021-09-04,S
268,87.829.310/2707-90,Perfumaria Prime LTDA,Loja de shopping,Curitiba,PR,Savassi,2023-04-23,S
269,91.117.993/1365-65,Casa de Fragrâncias Elegance LTDA,Loja de shopping,Belo Horizonte,MG,Cambuí,29/12/2023,N
270,26258273902196,Perfumaria Aurora ME,Farmácia,Porto Alegre,RS,Setor Bueno,2026-01-12,S
271,23.248.763/2909-27,Casa de Fragrâncias Íris LTDA,E-commerce,Fortaleza,CE,Meireles,2024-03-05,S
272,19588373403127,AROMA CLASS EIRELI,Perfumaria,Brasília,DF,Asa Sul,15/10/2024,S
273,01.082.207/8113-79,Bella Nobre ME,Revendedora autônoma,Fortaleza,CE,Cambuí,2021-06-02,S
274,63.631.797/0623-97,Loja Elegance EIRELI,Loja de shopping,Curitiba,PR,Meireles,2023-09-03,S
275,90421776253492,Farmácia Íris S/A,Revendedora autônoma,São Paulo,SP,Meireles,2023-09-19,S
276,40.633.569/3929-06,Comercial Sublime LTDA ME,Perfumaria,Fortaleza,CE,Savassi,2025-12-26,S
277,18063254310742,Loja Lumiar ME,Perfumaria,Curitiba,PR,Pinheiros,2022-02-04,S
278,70165804649893,BELLA BELLA VITA S/A,Salão de beleza,Salvador,BA,Ipanema,2024-03-20,S
279,65790552818325,Bella Nova Era ME,Quiosque,Rio de Janeiro,RJ,Barra,2023-05-02,S
280,86401557788178,Studio Class LTDA,Quiosque,Porto Alegre,RS,Aldeota,2021-09-06,S
281,24112412723804,Loja Class LTDA ME,Loja de shopping,Recife,PE,Centro,2022-05-02,S
282,03.856.955/7988-77,Drogaria Dourada ME,E-commerce,Rio de Janeiro,RJ,Setor Bueno,2022-12-19,S
283, 25472928422223 ,Loja Dourada EIRELI,Loja de shopping,São Paulo,SP,Higienópolis,2025-07-22,S
284, 55257828410672 ,PERFUMARIA AROMAS DO SUL S/A,Loja de shopping,Campinas,SP,Setor Bueno,2022-02-06,S
285,92975170281406,Casa de Fragrâncias Bella Vita S/A,Farmácia,Porto Alegre,RS,Bela Vista,2023-06-08,S
286,30.187.186/3759-98,Comercial Charme LTDA ME,Salão de beleza,Porto Alegre,RS,Ipanema,2024-05-10,N
287,54781376742662,Espaco Beleza Nobre LTDA,Quiosque,Salvador,BA,Pinheiros,2025-07-08,S
288,46287923264870,LOJA AROMAS DO SUL LTDA ME,E-commerce,Recife,PE,Centro,2022-12-23,S
289,71462730147195,Essência Serena LTDA ME,Loja de departamento,Porto Alegre,RS,Savassi,2021-05-30,S
290,90.429.025/7252-04,Perfumaria Encanto EIRELI,Salão de beleza,Manaus,AM,Moema,24/08/2022,S
291,21.928.554/4518-95,CASA DE FRAGRÂNCIAS ROSA DOS VENTOS LTDA ME,E-commerce,Campinas,SP,Boa Viagem,2026-02-13,S
292,83.389.888/1671-12,Bella Class ME,E-commerce,Belo Horizonte,MG,Bela Vista,2024-07-28,S
293,24013223423216,Perfumaria Elegance LTDA,Loja de departamento,Salvador,BA,Bela Vista,2026-01-09,S
294, 14014011939325 ,CASA DE FRAGRÂNCIAS PRIME S/A,Salão de beleza,Fortaleza,CE,Barra,2025-06-12,S
295, 19083342801387 ,Loja Flor de Liz ME,Loja de shopping,Rio de Janeiro,RJ,Pinheiros,2022-08-13,S
296,36151718275480,Comercial Encanto LTDA ME,Farmácia,Brasília,DF,Setor Bueno,2024-03-17,S
297,38.646.317/5207-16,FARMÁCIA CHARME LTDA ME,Farmácia,Fortaleza,CE,Savassi,19/03/2022,S
298, 15353961367499 ,Casa de Fragrâncias Rosa dos Ventos S/A,Loja de departamento,Belo Horizonte,MG,Pituba,2023-02-20,S
299,71.147.732/0101-70,Drogaria Encanto S/A,Salão de beleza,Belo Horizonte,MG,Moema,2023-09-01,S
300,77347784858800,Comercial Lumiar EIRELI,Farmácia,Brasília,DF,Aldeota,04/04/2022,S
301,28.427.624/6719-78,Espaço Beleza Prime S/A,Quiosque,São Paulo,SP,Asa Sul,2021-08-24,S
302,95450090255905,Comercial Class LTDA,Salão de beleza,Recife,PE,Barra,20/08/2025,S
303,91.141.520/8507-69,Perfumaria Rosa dos Ventos S/A,E-commerce,Porto Alegre,RS,Cambuí,2021-10-13,S
304, 59171357852945 ,Espaço Beleza Elegance EIRELI,Farmácia,Recife,PE,Setor Bueno,13/06/2026,S
305,39191954198763,Espaço Beleza Encanto LTDA ME,E-commerce,Recife,PE,Cambuí,2022-09-21,S
306,49.878.208/2973-74,Studio Serena LTDA,Loja de departamento,Recife,PE,Ipanema,2021-09-06,S
307,24.665.136/4424-93,Perfumaria Vitória EIRELI,Revendedora autônoma,Curitiba,PR,Higienópolis,2025-02-01,S
308,03242044820700,Farmácia Íris EIRELI,E-commerce,Recife,PE,Moema,2024-03-14,S
309, 23198189847139 ,Casa de Fragrâncias Nova Era LTDA ME,Salão de beleza,Manaus,AM,Barra,2023-12-26,S
310, 21234764907851 ,AROMA VITÓRIA EIRELI,Quiosque,Curitiba,PR,Batel,2022-11-23,S
311,54090034864518,Perfumaria Diva EIRELI,Loja de departamento,Manaus,AM,Barra,2023-05-06,S
312,75604177656124,Loja Aurora LTDA,Salão de beleza,Belo Horizonte,MG,Boa Viagem,2025-11-05,S
313, 20634591123829 ,Loja Rosa dos Ventos ME,Salão de beleza,Campinas,SP,Cambuí,2022-05-15,S
314,16.526.693/0089-31,Comercial Requinte LTDA ME,Perfumaria,Curitiba,PR,Batel,2025-02-20,S
315,29.108.677/1333-44,Boutique Requinte ME,Loja de departamento,Salvador,BA,Setor Bueno,2021-11-24,S
316,62.620.443/9735-97,Bella Diva ME,Salão de beleza,Curitiba,PR,Vila Madalena,2025-01-15,S
317,11800537599004,Comercial Class ME,E-commerce,Porto Alegre,RS,Higienópolis,2021-11-03,N
318,42.875.721/5862-41,Essência Class LTDA ME,Quiosque,Belo Horizonte,MG,Asa Sul,2025-01-09,S
319, 85625728703203 ,Bella Lumiar LTDA ME,Loja de shopping,Porto Alegre,RS,Pituba,25/05/2025,N
320,87.771.215/1342-28,Studio Aurora S/A,Revendedora autônoma,Salvador,BA,Boa Viagem,2023-02-21,S
321, 37150416591520 ,Loja Serena EIRELI,Quiosque,Rio de Janeiro,RJ,Centro,19/03/2024,S
322,97592304501896,Boutique Diva LTDA,Loja de shopping,São Paulo,SP,Meireles,2024-02-25,S
323,42147649251583,LOJA DOURADA S/A,Loja de departamento,Recife,PE,Moema,2021-12-04,S
324,92661085732788,Farmácia Rosa dos Ventos EIRELI,Loja de departamento,Salvador,BA,Batel,2024-03-14,S
325,38.649.081/0818-66,Casa de Fragrâncias Dourada S/A,E-commerce,Porto Alegre,RS,Bela Vista,2024-02-21,N
326,72260164597794,Boutique Prime LTDA,Loja de shopping,Manaus,AM,Asa Sul,2022-10-03,S
327, 68006102776974 ,Essência Essenza ME,Loja de departamento,Rio de Janeiro,RJ,Meireles,2022-08-25,S
328,30372368314727,BELLA LUMIAR LTDA ME,Loja de shopping,São Paulo,SP,Aldeota,2025-02-18,S
329,49.605.016/6799-84,Espaço Beleza Nova Era S/A,Quiosque,Curitiba,PR,Pituba,2024-06-18,S
330,80695814671795,Drogaria Encanto ME,Perfumaria,São Paulo,SP,Aldeota,26/02/2022,S
331,95.972.466/5729-34,Drogaria Elegance ME,Loja de shopping,Curitiba,PR,Savassi,2024-03-09,S
332,43380054522801,Farmácia Aromas do Sul ME,Revendedora autônoma,Fortaleza,CE,Cambuí,2022-10-11,S
333,84.289.107/7119-91,Aroma Flor de Liz ME,Loja de shopping,São Paulo,SP,Boa Viagem,17/12/2024,S
334,78.712.552/1376-03,Farmácia Dourada EIRELI,Loja de shopping,Manaus,AM,Vila Madalena,05/01/2022,S
335,32863266678507,Farmácia Nobre EIRELI,Farmácia,Campinas,SP,Boa Viagem,2023-11-08,S
336,02908466845504,BELLA DIVA LTDA ME,Loja de shopping,Recife,PE,Higienópolis,2021-09-17,S
337, 75634108562884 ,Espaco Beleza Nobre ME,E-commerce,Goiânia,GO,Higienópolis,2026-03-20,S
338,46810548510174,Casa de Fragrâncias Vitória S/A,Quiosque,Curitiba,PR,Higienópolis,2021-06-17,S
339,54492683158935,Farmácia Essenza LTDA,Loja de departamento,Curitiba,PR,Batel,2025-11-10,S
340,15869886497677,Espaço Beleza Charme LTDA ME,Loja de shopping,Fortaleza,CE,Batel,2022-05-02,S
341,81377028519611,Espaço Beleza Charme LTDA,Perfumaria,Brasília,DF,Ipanema,2022-08-07,S
342,02296044327018,Loja Nova Era EIRELI,Loja de departamento,Fortaleza,CE,Cambuí,2024-10-16,S
343,92.287.772/5199-66,Espaço Beleza Bella Vita LTDA ME,Salão de beleza,Fortaleza,CE,Moema,2023-05-14,S
344,09.481.813/9890-98,Farmácia Aromas do Sul ME,Perfumaria,Manaus,AM,Asa Sul,2023-08-11,S
345,97189569070562,Comercial Dourada LTDA,Salão de beleza,Curitiba,PR,Savassi,2026-02-23,S
346,22.412.462/0952-00,Drogaria Íris EIRELI,Salão de beleza,Porto Alegre,RS,Savassi,2022-12-31,N
347,99378861405786,Aroma Vitória LTDA,Loja de departamento,Curitiba,PR,Savassi,2024-04-20,S
348,24967183258238,Perfumaria Aurora LTDA ME,Quiosque,Brasília,DF,Setor Bueno,2022-04-18,S
349,00.749.465/3984-02,Farmácia Diva LTDA,E-commerce,Belo Horizonte,MG,Higienópolis,2021-09-04,S
350,39855474355379,STUDIO ROSA DOS VENTOS LTDA,Perfumaria,Recife,PE,Boa Viagem,2025-01-15,S
351,76811807156956,Farmácia Lumiar EIRELI,Perfumaria,Manaus,AM,Aldeota,2023-09-05,N
352,04.531.943/3750-47,Farmácia Dourada S/A,Loja de departamento,Manaus,AM,Boa Viagem,2026-06-16,S
353,99921921249384,Bella Aromas do Sul S/A,Perfumaria,Campinas,SP,Higienópolis,2023-08-06,S
354,60.566.418/7758-03,Espaço Beleza Lumiar EIRELI,Loja de departamento,São Paulo,SP,Meireles,2024-05-28,S
355,03.613.325/4110-76,Essência Vitória LTDA,Salão de beleza,Goiânia,GO,Cambuí,2024-07-14,S
356,83199717911006,Drogaria Bella Vita LTDA ME,Farmácia,Salvador,BA,Vila Madalena,2022-11-30,N
357,08046619639907,Studio Requinte LTDA,Loja de departamento,Campinas,SP,Centro,2022-07-08,S
358,93.110.919/3928-45,DROGARIA VITÓRIA ME,Quiosque,Salvador,BA,Jardins,2022-04-23,S
359,68.549.822/7495-45,PERFUMARIA VITÓRIA S/A,Loja de shopping,Goiânia,GO,Higienópolis,2024-08-16,S
360,53331537795995,Farmácia Lumiar LTDA,Loja de shopping,Recife,PE,Centro,2022-12-28,S
361,37.933.756/3620-50,Drogaria Encanto LTDA ME,Farmácia,Manaus,AM,Ipanema,2024-04-03,N
362,33423425832302,Aroma Charme LTDA ME,Perfumaria,São Paulo,SP,Savassi,2023-03-15,S
363,47355289611223,Casa de Fragrâncias Requinte LTDA ME,Salão de beleza,Curitiba,PR,Barra,06/08/2023,S
364,93.842.530/4289-73,Drogaria Sublime LTDA ME,Farmácia,Goiânia,GO,Bela Vista,2024-03-19,S
365,72558777496903,Boutique Diva ME,Quiosque,Brasília,DF,Pinheiros,2023-06-10,S
366,48.121.478/5390-78,Comercial Íris EIRELI,Quiosque,Salvador,BA,Cambuí,2022-10-14,S
367,27.341.514/8881-43,Espaço Beleza Elegance EIRELI,Perfumaria,São Paulo,SP,Cambuí,2025-09-04,S
368,43928404456690,Comercial Vitória ME,Loja de shopping,Manaus,AM,Meireles,2022-01-09,S
369,98775153663778,Essência Aurora LTDA ME,Loja de shopping,Brasília,DF,Ipanema,2024-07-02,S
370, 66845909022599 ,Boutique Diva LTDA,Loja de departamento,Recife,PE,Meireles,14/06/2021,S
371,97412182097023,Essencia Elegance ME,Loja de departamento,Salvador,BA,Bela Vista,2024-04-12,N
372,58.025.662/1286-71,Drogaria Elegance EIRELI,Revendedora autônoma,São Paulo,SP,Pituba,2022-06-28,S
373,49.387.430/2716-93,LOJA LUMIAR S/A,Quiosque,Goiânia,GO,Moema,2021-09-21,S
374,54.692.632/9676-29,Boutique Prime EIRELI,Perfumaria,Fortaleza,CE,Higienópolis,19/02/2024,S
375,37.681.511/8567-24,Perfumaria Essenza LTDA ME,Quiosque,Rio de Janeiro,RJ,Pinheiros,2023-07-05,S
376,00.412.577/7118-37,Drogaria Prime LTDA,E-commerce,Recife,PE,Boa Viagem,2023-11-19,S
377,62104275230837,Comercial Encanto LTDA ME,Farmácia,Brasília,DF,Centro,2024-05-27,N
378,33533106005313,Bella Prime LTDA,Loja de shopping,Recife,PE,Savassi,17/02/2024,S
379,83.938.661/3315-52,Perfumaria Diva ME,Salão de beleza,Salvador,BA,Moema,2024-08-02,S
380,95.013.649/7189-24,Aroma Charme EIRELI,Loja de departamento,Porto Alegre,RS,Cambuí,2024-02-20,S
381,71509976838903,Essência Vitória LTDA ME,Farmácia,Campinas,SP,Moema,2024-07-20,N
382,74326303975245,Aroma Encanto LTDA,Loja de departamento,Salvador,BA,Cambuí,12/06/2024,S
383, 80339685270171 ,Drogaria Essenza ME,Revendedora autônoma,Curitiba,PR,Meireles,23/01/2025,S
384,67423362934497,Farmácia Class LTDA ME,Quiosque,Rio de Janeiro,RJ,Pituba,2023-07-17,S
385,96270661498282,Loja Encanto LTDA ME,E-commerce,Brasília,DF,Pituba,2023-03-25,N
386,73230085766656,Comercial Bella Vita LTDA,Farmácia,Belo Horizonte,MG,Boa Viagem,2021-12-04,S
387, 45875066337050 ,Aroma Charme EIRELI,Quiosque,Recife,PE,Boa Viagem,2023-11-04,N
388,66.918.362/6448-86,Bella Essenza LTDA,Loja de departamento,Rio de Janeiro,RJ,Ipanema,2021-05-20,S
389,36402701168646,Boutique Rosa dos Ventos ME,Loja de shopping,Porto Alegre,RS,Savassi,2025-03-10,S
390,23023467912141,Perfumaria Nova Era ME,Salão de beleza,Curitiba,PR,Savassi,2024-11-05,N
391,09.013.806/9847-75,Casa de Fragrâncias Vitória EIRELI,Salão de beleza,Porto Alegre,RS,Pinheiros,2022-04-06,S
392,51.076.209/1843-57,Perfumaria Serena EIRELI,Revendedora autônoma,Salvador,BA,Ipanema,2022-01-02,S
393,57.397.691/5671-64,Drogaria Rosa dos Ventos LTDA,Perfumaria,Manaus,AM,Higienópolis,2023-07-30,S
394,27.178.333/2116-02,Boutique Dourada LTDA ME,E-commerce,Fortaleza,CE,Savassi,2022-11-03,S
395,71539915668633,Farmácia Nobre S/A,Farmácia,Brasília,DF,Savassi,2024-11-29,S
396,56904098366552,Farmácia Diva LTDA,Revendedora autônoma,Belo Horizonte,MG,Aldeota,2021-10-03,S
397,37729420954814,Loja Encanto LTDA ME,Revendedora autônoma,Porto Alegre,RS,Cambuí,2021-06-14,S
398,33.027.642/0865-67,Farmacia Sublime EIRELI,Loja de departamento,Manaus,AM,Meireles,2022-09-19,S
399,61259047292774,Casa de Fragrâncias Nova Era LTDA,Perfumaria,Brasília,DF,Batel,2025-03-20,S
400,20.157.201/8596-26,Loja Encanto S/A,Loja de departamento,Recife,PE,Pinheiros,2025-05-05,S
401,17647501111783,Essência Flor de Liz S/A,Quiosque,Campinas,SP,Pituba,2024-07-16,S
402,64921518260688,Boutique Flor de Liz ME,Farmácia,Manaus,AM,Boa Viagem,2021-09-12,N
403,51029321840118,Comercial Aurora ME,Loja de shopping,Fortaleza,CE,Bela Vista,2022-12-30,S
404,87297585988310,Boutique Charme S/A,E-commerce,Porto Alegre,RS,Ipanema,2025-01-24,S
405, 96184462671462 ,Aroma Serena ME,E-commerce,Manaus,AM,Bela Vista,2026-06-07,S
406,25.660.931/4181-86,Casa de Fragrâncias Nobre EIRELI,Farmácia,Recife,PE,Barra,2024-04-19,S
407,63.611.284/9718-59,Perfumaria Prime EIRELI,Farmácia,Rio de Janeiro,RJ,Pinheiros,2023-02-02,S
408,88.967.924/0822-26,Bella Serena EIRELI,Perfumaria,Manaus,AM,Barra,2021-06-27,S
409,72757844683414,Aroma Essenza LTDA,Farmácia,Recife,PE,Moema,2022-05-23,S
410,14870682778816,Bella Íris S/A,Perfumaria,São Paulo,SP,Barra,2024-08-04,S
411,89097283215285,Drogaria Class LTDA,Loja de departamento,Campinas,SP,Barra,2024-05-20,S
412,44744309634807,Casa de Fragrâncias Encanto EIRELI,Quiosque,Rio de Janeiro,RJ,Ipanema,2024-09-07,S
413, 65016731882617 ,Loja Diva EIRELI,Revendedora autônoma,Belo Horizonte,MG,Vila Madalena,2025-05-15,S
414,41772256053134,Perfumaria Prime ME,Salão de beleza,Brasília,DF,Asa Sul,2025-11-06,S
415,87256862110225,Aroma Nobre LTDA ME,Perfumaria,Fortaleza,CE,Centro,2025-05-01,S
416,47163928234143,Boutique Nova Era ME,Loja de shopping,Porto Alegre,RS,Batel,2024-12-15,S
417,32.609.310/6684-33,Espaco Beleza Iris LTDA,Perfumaria,Porto Alegre,RS,Asa Sul,2022-10-14,S
418,63502000534749,Loja Class EIRELI,E-commerce,Salvador,BA,Savassi,2024-02-08,S
419,82555989534396,Aroma Requinte LTDA,Loja de shopping,Campinas,SP,Meireles,2024-03-07,S
420,11.895.473/8202-36,Casa de Fragrâncias Lumiar LTDA,Salão de beleza,Fortaleza,CE,Moema,2021-08-01,S
421,80294240903678,Loja Sublime LTDA ME,Loja de shopping,Brasília,DF,Pinheiros,2021-10-16,S
422,32029390878844,ESPAÇO BELEZA FLOR DE LIZ ME,E-commerce,Porto Alegre,RS,Higienópolis,2023-06-08,S
423,24.240.338/1059-55,Bella Charme LTDA ME,E-commerce,São Paulo,SP,Setor Bueno,2024-03-15,S
424,05342408916498,Casa de Fragrâncias Dourada ME,Revendedora autônoma,São Paulo,SP,Pinheiros,2023-07-07,S
425,65271727223972,Comercial Requinte ME,Loja de shopping,Curitiba,PR,Moema,2025-02-14,S
426,61.820.916/6010-02,Drogaria Serena S/A,E-commerce,Fortaleza,CE,Centro,2023-04-12,S
427,85.132.797/2457-23,Aroma Aromas do Sul LTDA,E-commerce,Rio de Janeiro,RJ,Jardins,2024-05-10,S
428,18620303662543,Loja Prime LTDA,Farmácia,Porto Alegre,RS,Setor Bueno,2022-07-07,S
429,51.510.922/6859-26,Studio Encanto EIRELI,E-commerce,Goiânia,GO,Asa Sul,2023-10-30,S
430,54102252677119,Drogaria Essenza EIRELI,E-commerce,Campinas,SP,Boa Viagem,10/04/2022,S
431,57676952366878,COMERCIAL ESSENZA S/A,Revendedora autônoma,Salvador,BA,Bela Vista,2021-09-04,S
432,31.350.305/8721-05,Essencia Lumiar ME,Loja de shopping,Manaus,AM,Higienópolis,2022-08-24,S
433,33302126065019,Perfumaria Charme EIRELI,Loja de shopping,Recife,PE,Barra,2024-04-03,N
434,62272847657041,Studio Prime S/A,Perfumaria,Goiânia,GO,Pinheiros,2026-06-20,S
435,78498436241862,Boutique Diva ME,Perfumaria,Campinas,SP,Higienópolis,2023-06-26,S
436,77566205634111,PERFUMARIA VITÓRIA EIRELI,Salão de beleza,Rio de Janeiro,RJ,Savassi,2022-08-21,N
437,04383034199097,Perfumaria Class EIRELI,E-commerce,Goiânia,GO,Bela Vista,2024-12-05,S
438,52156818209679,Aroma Lumiar LTDA,Loja de shopping,Recife,PE,Moema,2024-06-17,S
439,32288985725459,Boutique Requinte S/A,Revendedora autônoma,Curitiba,PR,Batel,2025-10-02,S
440, 10248171752421 ,Farmacia Essenza ME,Salão de beleza,Fortaleza,CE,Aldeota,06/02/2023,S
441,47.219.705/4669-27,Casa de Fragrâncias Essenza LTDA ME,Salão de beleza,Fortaleza,CE,Asa Sul,2022-08-12,S
442,09038021462961,Aroma Essenza EIRELI,Quiosque,Campinas,SP,Higienópolis,2023-06-03,S
443, 11216636515597 ,Farmácia Dourada LTDA ME,Quiosque,Fortaleza,CE,Batel,24/06/2023,S
444,35909605673030,Farmácia Charme LTDA,Loja de shopping,Belo Horizonte,MG,Moema,2022-04-19,S
445,76834201654235,Bella Íris EIRELI,Loja de shopping,Manaus,AM,Pinheiros,2022-04-27,S
446,93199255027275,Essência Sublime LTDA,Loja de departamento,Brasília,DF,Batel,2024-01-13,S
447,91.033.682/9635-33,Casa de Fragrâncias Aurora EIRELI,Salão de beleza,Campinas,SP,Bela Vista,2021-06-08,S
448,77665586851276,Espaço Beleza Íris LTDA ME,Loja de shopping,Rio de Janeiro,RJ,Vila Madalena,03/05/2026,S
449, 91111096179817 ,Aroma Encanto LTDA ME,Perfumaria,Manaus,AM,Aldeota,2021-11-06,S
450,37157660538444,Aroma Vitória LTDA,Loja de departamento,Rio de Janeiro,RJ,Vila Madalena,2022-12-12,N
451,25.895.529/6386-39,Drogaria Serena LTDA ME,Loja de departamento,São Paulo,SP,Boa Viagem,2022-06-19,S
452,82.631.281/9648-25,Perfumaria Serena S/A,Loja de departamento,Salvador,BA,Higienópolis,2024-09-27,S
453,96027523343836,Farmácia Charme LTDA,E-commerce,Rio de Janeiro,RJ,Savassi,2023-03-18,S
454,11244211753617,Aroma Essenza ME,Quiosque,Goiânia,GO,Pinheiros,2024-07-19,S
455,72.240.299/0155-79,Farmácia Elegance S/A,E-commerce,Campinas,SP,Centro,2026-02-17,S
456,35.130.523/1244-73,Loja Rosa dos Ventos LTDA ME,E-commerce,Belo Horizonte,MG,Pinheiros,2024-02-26,S
457,23461994237676,Studio Diva LTDA ME,Farmácia,Porto Alegre,RS,Ipanema,2023-02-23,S
458,17.208.496/4985-60,Drogaria Class ME,Loja de departamento,Campinas,SP,Ipanema,2025-07-28,S
459,10.505.379/5381-64,Espaço Beleza Dourada S/A,Farmácia,Salvador,BA,Moema,2023-06-25,S
460,66553307704611,Boutique Nova Era LTDA,Loja de departamento,Campinas,SP,Centro,2025-08-01,S
461,26088050171644,Farmacia Aromas do Sul EIRELI,Loja de departamento,Porto Alegre,RS,Jardins,2022-11-22,S
462,77.159.103/0021-56,Espaço Beleza Aurora LTDA,Salão de beleza,Manaus,AM,Jardins,2025-03-15,S
463,14.596.422/9712-52,Aroma Lumiar LTDA,Loja de departamento,Porto Alegre,RS,Barra,2021-05-24,S
464,74573144158331,Boutique Aurora ME,Perfumaria,Campinas,SP,Pinheiros,2024-04-01,S
465,53988547281235,COMERCIAL ELEGANCE LTDA,Revendedora autônoma,Rio de Janeiro,RJ,Boa Viagem,2022-07-05,S
466,12.711.307/2407-87,Casa de Fragrancias Iris ME,Farmácia,Goiânia,GO,Bela Vista,2022-09-12,S
467,07451066343629,Espaço Beleza Íris LTDA,Quiosque,Salvador,BA,Barra,2023-02-14,S
468, 10094318143966 ,Boutique Prime ME,Quiosque,Curitiba,PR,Setor Bueno,2025-06-02,S
469,01289743251225,Comercial Nobre LTDA,Quiosque,Porto Alegre,RS,Asa Sul,2024-09-14,S
470,09579073710094,Drogaria Flor de Liz LTDA,Loja de shopping,Belo Horizonte,MG,Cambuí,2023-05-23,S
471,58474570545897,Drogaria Íris ME,Perfumaria,Manaus,AM,Batel,2024-01-15,S
472,39.653.136/1487-82,Casa de Fragrâncias Diva S/A,Salão de beleza,São Paulo,SP,Asa Sul,2023-03-08,S
