oportunidade_id,cliente_id,vendedor_id,origem,data_abertura,etapa,probabilidade_pct,valor_estimado,data_fechamento,ciclo_dias,motivo_perda
341,187,27,Prospecção ativa,2026-08-04,Qualificação,25,38132.22,,,
342,187,27,Instagram,2025-04-26,Qualificação,25,135813.97,,,
343,188,33,Reativação,2025-02-18,Qualificação,25,81504.12,,,
344,188,33,Prospecção ativa,2026-03-04,Proposta enviada,50,66169.60,,,
345,188,33,Inbound site,2026-07-03,Fechado ganho,100,81011.47,2026-07-18,15,
346,189,25,Reativação,2026-08-20,Proposta enviada,50,92047.51,,,
347,191,33,Instagram,2026-07-19,Proposta enviada,50,51911.53,,,
348,191,33,Prospecção ativa,2025-09-16,Fechado ganho,100,73494.84,2025-10-26,40,
349,192,22,Instagram,2026-05-08,Prospecção,10,8494.80,,,
350,192,22,Reativação,2025-12-07,Qualificação,25,69600.88,,,
351,192,22,Instagram,2024-10-15,Proposta enviada,50,87769.96,,,
352,193,9,Inbound site,2025-01-19,Fechado ganho,100,85150.73,2025-02-27,39,
353,193,9,WhatsApp,2025-08-20,Qualificação,25,29119.49,,,
354,194,33,Inbound site,2024-11-01,Fechado ganho,100,22184.23,2025-01-05,65,
355,195,16,Reativação,2025-10-16,Negociação,75,20252.19,,,
356,195,16,Reativação,2026-05-22,Fechado ganho,100,80433.50,2026-05-25,3,
357,195,16,Instagram,2024-11-03,Proposta enviada,50,67428.49,,,
358,196,34,Prospecção ativa,2024-09-11,Negociação,75,89177.30,,,
359,196,34,Reativação,2025-10-06,Prospecção,10,44891.73,,,
360,196,34,WhatsApp,2024-09-12,Fechado perdido,0,48237.39,2024-11-18,67,Preço acima do concorrente
361,197,21,Instagram,2026-07-14,Prospecção,10,50285.91,,,
362,197,21,Inbound site,2025-02-22,Fechado perdido,0,47266.80,2025-05-06,73,Fechou com concorrente
363,197,21,WhatsApp,2025-02-21,Qualificação,25,10509.56,,,
364,198,16,Feira de beleza,2025-01-17,Qualificação,25,66437.92,,,
365,198,16,Prospecção ativa,2025-05-20,Fechado ganho,100,16724.38,2025-07-22,63,
366,198,16,Inbound site,2025-04-07,Proposta enviada,50,92212.43,,,
367,198,16,Instagram,2026-04-23,Qualificação,25,84413.86,,,
368,199,1,WhatsApp,2025-02-26,Prospecção,10,26116.28,,,
369,199,1,Reativação,2026-01-21,Fechado perdido,0,3626.72,2026-02-21,31,Fechou com concorrente
370,199,1,Prospecção ativa,2026-05-14,Proposta enviada,50,34646.92,,,
371,199,1,Reativação,2025-05-26,Fechado perdido,0,13108.25,2025-07-27,62,Pediu exclusividade de marca
372,199,1,Feira de beleza,2025-06-15,Proposta enviada,50,72521.48,,,
373,199,1,Indicação,2026-06-17,Prospecção,10,57092.18,,,
374,201,19,Feira de beleza,2026-06-01,Prospecção,10,92820.57,,,
375,201,19,WhatsApp,2025-02-24,Proposta enviada,50,83107.19,,,
376,201,19,Inbound site,2024-12-02,Qualificação,25,26697.08,,,
377,202,13,Instagram,2026-03-17,Fechado ganho,100,84866.50,2026-05-15,59,
378,202,13,Feira de beleza,2026-02-14,Qualificação,25,73051.65,,,
379,202,13,Feira de beleza,2025-12-22,Fechado ganho,100,42513.80,2026-01-20,29,
380,204,15,Indicação,2026-01-13,Fechado ganho,100,8903.02,2026-01-21,8,
381,205,7,Reativação,2026-07-12,Fechado perdido,0,63253.60,2026-08-01,20,Preço acima do concorrente
382,205,7,Indicação,2025-11-21,Proposta enviada,50,30565.38,,,
383,205,7,Inbound site,2026-08-08,Prospecção,10,91681.49,,,
384,206,35,Indicação,2026-04-01,Proposta enviada,50,58617.19,,,
385,206,35,Prospecção ativa,2026-04-25,Proposta enviada,50,3714.38,,,
386,207,40,Inbound site,2025-09-08,Fechado ganho,100,43264.09,2025-11-03,56,
387,207,40,Feira de beleza,2025-06-17,Qualificação,25,71810.20,,,
388,208,30,Instagram,2026-08-03,Negociação,75,32206.95,,,
389,209,16,Inbound site,2025-07-04,Prospecção,10,72907.57,,,
390,209,16,Feira de beleza,2026-05-30,Proposta enviada,50,31122.57,,,
391,209,16,WhatsApp,2024-10-10,Fechado perdido,0,15366.81,2024-12-17,68,Fechou com concorrente
392,210,41,Prospecção ativa,2025-04-21,Fechado ganho,100,65870.17,2025-07-02,72,
393,211,42,Inbound site,2025-01-04,Fechado ganho,100,20584.86,2025-02-21,48,
394,211,42,Instagram,2024-11-28,Negociação,75,20258.10,,,
395,213,42,Instagram,2025-06-05,Negociação,75,17186.96,,,
396,213,42,Instagram,2025-04-20,Prospecção,10,26484.02,,,
397,213,42,Feira de beleza,2025-07-11,Qualificação,25,23303.18,,,
398,213,42,Instagram,2025-01-18,Qualificação,25,37155.63,,,
399,214,41,Indicação,2024-09-07,Negociação,75,38854.67,,,
400,214,41,Inbound site,2025-02-23,Fechado ganho,100,37261.38,2025-03-01,6,
401,215,13,Inbound site,2025-08-09,Fechado perdido,0,52636.29,2025-10-10,62,Sem contato
402,215,13,Feira de beleza,2025-01-30,Fechado perdido,0,20599.76,2025-04-10,70,Já compra de outro importador
403,216,21,WhatsApp,2026-08-05,Prospecção,10,45631.20,,,
404,216,21,Prospecção ativa,2026-07-22,Proposta enviada,50,34353.35,,,
405,216,21,Instagram,2026-08-13,Negociação,75,15233.95,,,
406,217,26,Inbound site,2025-01-24,Qualificação,25,40502.36,,,
407,218,34,WhatsApp,2026-02-14,Qualificação,25,93796.58,,,
408,220,34,WhatsApp,2025-07-26,Prospecção,10,65098.05,,,
409,220,34,Feira de beleza,2026-08-28,Negociação,75,82077.93,,,
410,221,11,Reativação,2025-10-13,Proposta enviada,50,30122.24,,,
411,221,11,Inbound site,2025-09-12,Fechado ganho,100,86539.48,2025-10-27,45,
412,221,11,Instagram,2025-09-12,Negociação,75,17036.72,,,
413,221,11,Prospecção ativa,2025-11-17,Negociação,75,6257.61,,,
414,222,18,Inbound site,2025-04-17,Fechado ganho,100,20327.24,2025-04-29,12,
415,223,6,Feira de beleza,2025-02-19,Fechado ganho,100,59054.27,2025-03-14,23,
416,223,6,Prospecção ativa,2025-03-22,Fechado ganho,100,21477.39,2025-04-12,21,
417,225,35,WhatsApp,2025-04-26,Qualificação,25,30249.45,,,
418,225,35,Indicação,2025-03-28,Proposta enviada,50,89605.85,,,
419,226,17,Prospecção ativa,2026-01-23,Prospecção,10,5488.76,,,
420,226,17,Feira de beleza,2025-09-12,Fechado ganho,100,94926.69,2025-09-29,17,
421,226,17,Prospecção ativa,2025-06-11,Negociação,75,17086.54,,,
422,227,36,Inbound site,2025-11-20,Qualificação,25,102621.49,,,
423,228,42,Indicação,2025-06-07,Fechado perdido,0,12931.28,2025-06-27,20,Já compra de outro importador
424,228,42,WhatsApp,2025-10-23,Fechado ganho,100,148850.65,2025-12-18,56,
425,230,25,Prospecção ativa,2025-12-20,Fechado ganho,100,91283.35,2026-02-10,52,
426,230,25,Prospecção ativa,2025-02-03,Fechado ganho,100,58457.69,2025-03-25,50,
427,230,25,Reativação,2025-12-01,Prospecção,10,74655.06,,,
428,230,25,Indicação,2026-03-09,Negociação,75,107797.38,,,
429,231,11,Indicação,2026-08-11,Qualificação,25,15596.32,,,
430,231,11,Reativação,2026-01-21,Proposta enviada,50,34758.57,,,
431,231,11,Prospecção ativa,2026-01-30,Negociação,75,25618.32,,,
432,232,33,Prospecção ativa,2026-08-23,Negociação,75,90617.34,,,
433,232,33,Prospecção ativa,2025-05-10,Proposta enviada,50,30324.59,,,
434,234,27,WhatsApp,2025-09-03,Proposta enviada,50,62521.42,,,
435,235,4,Instagram,2025-08-24,Qualificação,25,16562.25,,,
436,236,15,Indicação,2025-08-25,Qualificação,25,85649.60,,,
437,237,32,Prospecção ativa,2025-03-04,Proposta enviada,50,90266.61,,,
438,237,32,Inbound site,2025-04-20,Fechado perdido,0,80204.50,2025-06-15,56,Sem verba no momento
439,238,20,Instagram,2026-03-07,Fechado ganho,100,15913.56,2026-05-10,64,
440,239,22,Instagram,2025-09-01,Proposta enviada,50,17166.91,,,
441,240,6,Indicação,2025-01-11,Fechado perdido,0,73536.30,2025-01-30,19,Sem contato
442,240,6,WhatsApp,2025-01-02,Proposta enviada,50,32099.09,,,
443,241,12,Prospecção ativa,2024-10-10,Fechado ganho,100,73846.65,2024-10-25,15,
444,241,12,WhatsApp,2026-05-05,Fechado ganho,100,30545.67,2026-05-10,5,
445,243,20,WhatsApp,2025-04-23,Negociação,75,49075.11,,,
446,243,20,Inbound site,2025-07-12,Qualificação,25,92654.10,,,
447,243,20,Reativação,2026-02-24,Fechado perdido,0,55648.44,2026-03-13,17,Já compra de outro importador
448,243,20,WhatsApp,2026-05-07,Proposta enviada,50,15929.34,,,
449,244,39,Indicação,2025-10-25,Fechado ganho,100,66154.37,2025-11-02,8,
450,244,39,Reativação,2024-10-03,Negociação,75,52773.66,,,
451,245,15,Instagram,2025-09-10,Proposta enviada,50,73964.36,,,
452,245,15,Inbound site,2025-07-20,Qualificação,25,90789.06,,,
453,245,15,Instagram,2025-10-30,Fechado perdido,0,16557.85,2025-11-20,21,Preço acima do concorrente
454,245,15,Inbound site,2026-06-08,Fechado perdido,0,49613.28,2026-07-09,31,Prazo de entrega
455,245,15,Indicação,2025-06-09,Fechado ganho,100,26656.41,2025-08-11,63,
456,245,15,Inbound site,2024-09-08,Negociação,75,78576.24,,,
457,246,36,WhatsApp,2025-08-30,Proposta enviada,50,79458.11,,,
458,246,36,WhatsApp,2024-10-13,Negociação,75,19923.62,,,
459,247,5,Instagram,2026-08-10,Prospecção,10,46110.95,,,
460,247,5,Indicação,2026-01-29,Proposta enviada,50,69923.12,,,
461,247,5,Prospecção ativa,2026-07-25,Fechado ganho,100,46737.24,2026-08-24,30,
462,249,8,Inbound site,2026-08-26,Negociação,75,10282.78,,,
463,250,23,Prospecção ativa,2025-02-24,Qualificação,25,49238.55,,,
464,250,20,Inbound site,2025-09-14,Proposta enviada,50,54126.77,,,
465,251,11,Instagram,2026-02-05,Negociação,75,84981.20,,,
466,251,11,Indicação,2025-05-30,Fechado ganho,100,20827.54,2025-08-03,65,
467,251,11,WhatsApp,2026-04-09,Prospecção,10,80406.63,,,
468,251,11,Indicação,2026-07-31,Negociação,75,78053.13,,,
469,252,7,Inbound site,2026-06-15,Prospecção,10,39946.21,,,
470,252,7,Reativação,2026-07-01,Fechado perdido,0,66892.83,2026-08-27,57,Sem contato
471,252,7,WhatsApp,2026-06-06,Qualificação,25,33952.47,,,
472,252,7,Feira de beleza,2025-08-12,Qualificação,25,24106.27,,,
473,254,3,Indicação,2026-04-05,Fechado ganho,100,104518.18,2026-04-18,13,
474,254,3,Inbound site,2025-07-09,Qualificação,25,111324.72,,,
475,254,3,Inbound site,2026-01-05,Negociação,75,67116.65,,,
476,256,22,Feira de beleza,2025-08-24,Qualificação,25,31808.73,,,
477,256,22,Prospecção ativa,2026-05-19,Fechado ganho,100,60929.07,2026-07-24,66,
478,256,22,Inbound site,2025-05-19,Qualificação,25,89195.74,,,
479,257,38,Feira de beleza,2026-05-24,Fechado ganho,100,17255.75,2026-07-09,46,
480,258,10,Instagram,2026-08-20,Qualificação,25,73539.06,,,
481,258,10,Inbound site,2025-07-28,Fechado ganho,100,33543.58,2025-09-30,64,
482,259,19,WhatsApp,2026-05-23,Prospecção,10,83871.43,,,
483,259,19,WhatsApp,2026-08-16,Prospecção,10,81867.26,,,
484,260,23,Inbound site,2024-12-20,Fechado ganho,100,79402.32,2025-01-22,33,
485,261,24,Reativação,2025-01-12,Proposta enviada,50,56825.69,,,
486,261,24,Prospecção ativa,2025-07-21,Negociação,75,63799.03,,,
487,261,24,Inbound site,2025-02-02,Negociação,75,4056.71,,,
488,262,11,Indicação,2026-08-19,Qualificação,25,38309.93,,,
489,262,11,Instagram,2026-07-31,Qualificação,25,68854.01,,,
490,263,27,Reativação,2025-03-09,Proposta enviada,50,48826.83,,,
491,264,21,Inbound site,2026-01-19,Fechado ganho,100,15685.51,2026-02-03,15,
492,264,21,Instagram,2025-07-10,Proposta enviada,50,2885.08,,,
493,264,21,Inbound site,2024-09-05,Qualificação,25,36104.35,,,
494,265,17,Inbound site,2026-06-15,Proposta enviada,50,61741.87,,,
495,265,17,Reativação,2024-12-02,Fechado ganho,100,54681.48,2024-12-14,12,
496,266,32,Reativação,2025-11-05,Prospecção,10,92267.23,,,
497,266,24,Inbound site,2026-01-25,Qualificação,25,53096.67,,,
498,266,24,Reativação,2025-12-31,Fechado ganho,100,31839.75,2026-02-22,53,
499,266,32,Reativação,2025-11-19,Prospecção,10,77966.80,,,
500,267,3,Indicação,2024-10-28,Fechado ganho,100,13324.24,2024-11-03,6,
501,267,25,Inbound site,2026-06-25,Fechado ganho,100,59767.97,2026-07-29,34,
502,267,25,Prospecção ativa,2026-07-16,Proposta enviada,50,86688.61,,,
503,268,28,Indicação,2025-05-12,Qualificação,25,105937.16,,,
504,268,28,Inbound site,2026-08-20,Prospecção,10,88278.36,,,
505,268,28,Reativação,2025-07-16,Fechado ganho,100,74884.99,2025-09-28,74,
506,269,34,Instagram,2026-08-07,Prospecção,10,79023.25,,,
507,270,38,WhatsApp,2026-05-20,Prospecção,10,122287.60,,,
508,272,28,WhatsApp,2024-11-09,Fechado ganho,100,85233.47,2025-01-05,57,
509,272,28,Inbound site,2026-08-21,Negociação,75,57978.11,,,
510,272,28,WhatsApp,2025-09-16,Qualificação,25,5029.36,,,
511,272,28,Feira de beleza,2024-10-21,Fechado ganho,100,9147.30,2025-01-03,74,
512,274,30,Prospecção ativa,2025-07-24,Fechado ganho,100,12595.22,2025-09-30,68,
513,275,29,Indicação,2024-10-12,Fechado ganho,100,77741.42,2024-12-18,67,
514,275,29,Inbound site,2025-06-09,Proposta enviada,50,79512.65,,,
515,275,29,Instagram,2025-04-26,Fechado perdido,0,28343.80,2025-06-03,38,Já compra de outro importador
516,275,29,Feira de beleza,2025-09-10,Qualificação,25,94392.76,,,
517,276,23,Instagram,2026-05-20,Fechado ganho,100,19465.27,2026-06-27,38,
518,277,29,WhatsApp,2026-04-01,Fechado perdido,0,74812.00,2026-05-12,41,Sem contato
519,277,29,Instagram,2026-04-29,Qualificação,25,16618.33,,,
520,278,20,Instagram,2026-05-27,Fechado ganho,100,70333.64,2026-06-02,6,
521,279,7,Indicação,2025-06-02,Qualificação,25,38396.69,,,
522,279,7,Reativação,2024-09-16,Negociação,75,23016.45,,,
523,280,39,Inbound site,2025-03-23,Prospecção,10,58324.68,,,
524,280,25,Indicação,2026-04-03,Negociação,75,11896.21,,,
525,280,39,Instagram,2025-10-28,Qualificação,25,66105.70,,,
526,282,6,Reativação,2026-04-02,Qualificação,25,71896.23,,,
527,282,6,Reativação,2025-08-15,Fechado perdido,0,47413.06,2025-10-21,67,Sem contato
528,282,6,Prospecção ativa,2025-10-18,Fechado ganho,100,68108.73,2025-12-22,65,
529,282,6,Indicação,2025-03-24,Prospecção,10,70310.65,,,
530,282,6,Prospecção ativa,2026-03-20,Fechado ganho,100,44404.26,2026-05-15,56,
531,282,6,Indicação,2025-01-12,Fechado perdido,0,3100.96,2025-02-26,45,Já compra de outro importador
532,283,9,Feira de beleza,2026-01-05,Prospecção,10,7907.23,,,
533,283,23,Prospecção ativa,2025-08-02,Qualificação,25,31610.66,,,
534,283,23,Reativação,2025-07-31,Fechado ganho,100,86243.60,2025-10-05,66,
535,284,39,Instagram,2025-10-24,Negociação,75,92472.19,,,
536,284,39,Prospecção ativa,2026-07-11,Prospecção,10,30414.38,,,
537,284,39,Reativação,2025-02-11,Negociação,75,32475.89,,,
538,284,39,Indicação,2026-06-24,Fechado ganho,100,52217.77,2026-08-18,55,
539,286,37,Reativação,2025-05-02,Fechado perdido,0,40498.70,2025-05-08,6,Prazo de entrega
540,287,35,WhatsApp,2026-05-18,Negociação,75,18458.11,,,
541,288,38,Instagram,2025-07-28,Prospecção,10,67008.09,,,
542,289,39,Feira de beleza,2025-10-09,Fechado perdido,0,22421.14,2025-11-11,33,Preço acima do concorrente
543,290,41,WhatsApp,2025-07-30,Fechado ganho,100,64443.26,2025-08-22,23,
544,292,34,Feira de beleza,2026-06-14,Fechado ganho,100,18020.99,2026-07-23,39,
545,292,7,Feira de beleza,2025-09-12,Fechado perdido,0,69182.48,2025-09-30,18,Sem contato
546,292,34,Instagram,2026-08-27,Negociação,75,7312.35,,,
547,293,25,Reativação,2026-02-19,Prospecção,10,56419.31,,,
548,293,31,Feira de beleza,2026-05-15,Fechado ganho,100,60022.78,2026-05-22,7,
549,293,31,WhatsApp,2026-05-17,Fechado ganho,100,46826.97,2026-07-17,61,
550,294,5,Feira de beleza,2025-11-27,Fechado ganho,100,13190.94,2025-12-07,10,
551,294,5,Prospecção ativa,2025-07-12,Proposta enviada,50,44498.39,,,
552,295,34,WhatsApp,2025-06-21,Fechado perdido,0,59103.64,2025-07-09,18,Mix de fragrâncias não atende
553,295,34,Reativação,2025-03-28,Fechado ganho,100,49910.13,2025-04-02,5,
554,295,34,Indicação,2025-02-25,Proposta enviada,50,82471.58,,,
555,295,34,WhatsApp,2024-10-02,Fechado perdido,0,92653.44,2024-11-20,49,Sem verba no momento
556,296,17,WhatsApp,2025-01-28,Prospecção,10,39742.30,,,
557,297,30,Indicação,2026-03-06,Negociação,75,24363.55,,,
558,297,30,Inbound site,2025-05-29,Prospecção,10,60982.30,,,
559,297,30,Instagram,2024-11-10,Prospecção,10,17396.15,,,
560,298,36,Feira de beleza,2024-12-28,Proposta enviada,50,62966.09,,,
561,298,36,Reativação,2025-05-24,Prospecção,10,167340.05,,,
562,299,41,Inbound site,2024-09-01,Negociação,75,12275.79,,,
563,299,41,Inbound site,2026-07-04,Proposta enviada,50,51299.00,,,
564,300,29,Instagram,2024-12-06,Fechado ganho,100,31621.06,2024-12-27,21,
565,301,23,Feira de beleza,2025-05-01,Fechado ganho,100,36547.90,2025-05-13,12,
566,301,23,Feira de beleza,2025-11-16,Fechado perdido,0,36322.72,2025-12-06,20,Sem contato
567,301,23,Reativação,2024-11-16,Negociação,75,85008.96,,,
568,302,14,Indicação,2025-10-02,Proposta enviada,50,78164.54,,,
569,303,7,Prospecção ativa,2024-10-02,Negociação,75,27944.13,,,
570,303,27,Reativação,2026-06-30,Negociação,75,32073.52,,,
571,305,12,Instagram,2026-08-27,Negociação,75,68516.73,,,
572,305,12,Reativação,2025-10-06,Prospecção,10,55243.79,,,
573,305,12,Indicação,2025-08-21,Fechado ganho,100,82647.54,2025-11-02,73,
574,305,12,Indicação,2026-07-29,Negociação,75,70242.72,,,
575,306,35,WhatsApp,2026-06-24,Fechado perdido,0,86863.09,2026-07-04,10,Sem contato
576,307,25,Reativação,2026-04-17,Negociação,75,48252.44,,,
577,307,25,WhatsApp,2026-08-25,Negociação,75,6229.18,,,
578,308,30,Reativação,2026-08-12,Negociação,75,9649.68,,,
579,309,1,Inbound site,2025-08-23,Proposta enviada,50,44996.35,,,
580,309,1,Inbound site,2025-04-26,Proposta enviada,50,59657.13,,,
581,309,1,Feira de beleza,2025-09-26,Fechado ganho,100,90130.90,2025-11-22,57,
582,310,18,WhatsApp,2025-09-06,Fechado ganho,100,69442.45,2025-10-15,39,
583,310,18,Inbound site,2025-05-14,Negociação,75,27925.69,,,
584,310,18,Prospecção ativa,2025-11-03,Prospecção,10,8695.48,,,
585,310,18,Inbound site,2025-04-06,Qualificação,25,48670.64,,,
586,312,24,Inbound site,2026-08-16,Qualificação,25,33236.85,,,
587,312,24,Prospecção ativa,2026-03-19,Fechado ganho,100,45493.06,2026-04-28,40,
588,313,15,Reativação,2025-07-12,Qualificação,25,84509.14,,,
589,315,1,Inbound site,2025-04-08,Fechado ganho,100,71890.29,2025-04-27,19,
590,315,1,Prospecção ativa,2025-09-29,Fechado ganho,100,129657.79,2025-10-27,28,
591,315,1,Reativação,2026-02-20,Proposta enviada,50,159355.48,,,
592,315,1,Prospecção ativa,2025-06-20,Negociação,75,155497.59,,,
593,316,32,Indicação,2025-11-26,Fechado ganho,100,14768.20,2026-01-19,54,
594,316,32,Feira de beleza,2025-07-30,Proposta enviada,50,75121.48,,,
595,316,32,Reativação,2026-06-16,Qualificação,25,68296.89,,,
596,316,32,Indicação,2026-02-28,Qualificação,25,23798.54,,,
597,316,32,WhatsApp,2025-12-19,Prospecção,10,30675.62,,,
598,316,32,WhatsApp,2025-09-28,Fechado ganho,100,32908.35,2025-11-02,35,
599,317,18,WhatsApp,2025-06-01,Proposta enviada,50,107287.85,,,
600,318,33,Feira de beleza,2026-04-18,Qualificação,25,93913.23,,,
601,318,33,Instagram,2026-06-10,Fechado perdido,0,91662.78,2026-06-30,20,Mix de fragrâncias não atende
602,318,33,Inbound site,2026-03-04,Proposta enviada,50,7289.70,,,
603,319,5,Prospecção ativa,2026-08-12,Qualificação,25,50157.48,,,
604,319,5,Reativação,2025-10-11,Prospecção,10,55557.90,,,
605,322,16,Instagram,2025-03-17,Negociação,75,6958.02,,,
606,324,34,Indicação,2025-10-08,Qualificação,25,45617.26,,,
607,324,34,Reativação,2026-07-01,Fechado ganho,100,81044.63,2026-08-11,41,
608,324,34,Inbound site,2025-07-25,Proposta enviada,50,38140.12,,,
609,325,23,WhatsApp,2026-04-18,Negociação,75,36176.64,,,
610,326,14,Feira de beleza,2026-06-15,Fechado perdido,0,25237.11,2026-08-16,62,Fechou com concorrente
611,326,14,Reativação,2025-01-17,Proposta enviada,50,77790.71,,,
612,327,40,Reativação,2024-09-11,Fechado perdido,0,75414.80,2024-11-01,51,Mix de fragrâncias não atende
613,328,42,Reativação,2026-08-01,Prospecção,10,18336.04,,,
614,328,42,Inbound site,2026-07-14,Qualificação,25,25912.08,,,
615,328,42,Reativação,2026-08-18,Fechado ganho,100,59688.48,2026-08-28,10,
616,329,40,Instagram,2025-04-12,Fechado ganho,100,48132.09,2025-04-21,9,
617,330,31,Prospecção ativa,2025-05-31,Fechado perdido,0,80837.45,2025-07-07,37,Sem contato
